document_name,document_group,issue_or_prepare_place,issue_channel,submit_to,submit_to_local_task_key,submit_to_graph_function_key,required_for,when_needed,prerequisite_summary,graph_requirement_count,graph_document_node_count,source_url,source_title,section_path,source_document_id,chunk_id,evidence_text
별지 제25호서식,도로점용,정부24 또는 자치구 도로점용 담당부서,온라인 신청 또는 방문 제출,자치구 도로점용 담당부서,road_occupation_permit,road_occupation,도로법 시행규칙 제26조 도로점용허가 신청 등,도로·보도 공간 사용 전,"점용 위치·면적·기간, 굴착 여부 확인",1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=284537&type=JSON,도로법 시행규칙 제26조 도로점용허가 신청 등,도로법 시행규칙 제26조 도로점용허가 신청 등,law_도로법_시행규칙,evchunk_a28b564d7a9edb,② ② 법 제61조제1항 후단에 따라 도로점용허가를 받은 기간을 연장하려는 경우에는 별지 제25호서식에 따르고
별지 제26호서식,도로점용,정부24 또는 자치구 도로점용 담당부서,온라인 신청 또는 방문 제출,자치구 도로점용 담당부서,road_occupation_permit,road_occupation,도로법 시행규칙 제26조 도로점용허가 신청 등,도로·보도 공간 사용 전,"점용 위치·면적·기간, 굴착 여부 확인",1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=284537&type=JSON,도로법 시행규칙 제26조 도로점용허가 신청 등,도로법 시행규칙 제26조 도로점용허가 신청 등,law_도로법_시행규칙,evchunk_a28b564d7a9edb,"② ② 법 제61조제1항 후단에 따라 도로점용허가를 받은 기간을 연장하려는 경우에는 별지 제25호서식에 따르고, 도로점용허가를 받은 사항을 변경하려는 경우에는 별지 제26호서식에 따르되, 도로점용허가 변경내용과 관련된 서류ㆍ도면 등을 첨부하여야 한다."
별지 제27호서식,도로점용,정부24 또는 자치구 도로점용 담당부서,온라인 신청 또는 방문 제출,자치구 도로점용 담당부서,road_occupation_permit,road_occupation,도로법 시행규칙 제26조 도로점용허가 신청 등,도로·보도 공간 사용 전,"점용 위치·면적·기간, 굴착 여부 확인",1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=284537&type=JSON,도로법 시행규칙 제26조 도로점용허가 신청 등,도로법 시행규칙 제26조 도로점용허가 신청 등,law_도로법_시행규칙,evchunk_a28b564d7a9edb,③ ③ 영 제54조제3항에 따른 도로점용 허가증은 별지 제27호서식과 같고
별지 제28호서식,도로점용,정부24 또는 자치구 도로점용 담당부서,온라인 신청 또는 방문 제출,자치구 도로점용 담당부서,road_occupation_permit,road_occupation,도로법 시행규칙 제26조 도로점용허가 신청 등,도로·보도 공간 사용 전,"점용 위치·면적·기간, 굴착 여부 확인",1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=284537&type=JSON,도로법 시행규칙 제26조 도로점용허가 신청 등,도로법 시행규칙 제26조 도로점용허가 신청 등,law_도로법_시행규칙,evchunk_a28b564d7a9edb,"③ ③ 영 제54조제3항에 따른 도로점용 허가증은 별지 제27호서식과 같고, 도로점용허가 내용의 공고는 별지 제28호서식에 따르며"
별지 제29호서식,도로점용,정부24 또는 자치구 도로점용 담당부서,온라인 신청 또는 방문 제출,자치구 도로점용 담당부서,road_occupation_permit,road_occupation,도로법 시행규칙 제26조 도로점용허가 신청 등,도로·보도 공간 사용 전,"점용 위치·면적·기간, 굴착 여부 확인",1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=284537&type=JSON,도로법 시행규칙 제26조 도로점용허가 신청 등,도로법 시행규칙 제26조 도로점용허가 신청 등,law_도로법_시행규칙,evchunk_a28b564d7a9edb,"제54조제3항에 따른 도로점용 허가증은 별지 제27호서식과 같고, 도로점용허가 내용의 공고는 별지 제28호서식에 따르며, 도로점용허가 대장은 별지 제29호서식에 따라 작성ㆍ관리하여야 한다."
별지 제30호서식,도로점용,정부24 또는 자치구 도로점용 담당부서,온라인 신청 또는 방문 제출,자치구 도로점용 담당부서,road_occupation_permit,road_occupation,도로법 시행규칙 제29조 도로점용에 관한 사업계획 등,도로·보도 공간 사용 전,"점용 위치·면적·기간, 굴착 여부 확인",1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=284537&type=JSON,도로법 시행규칙 제29조 도로점용에 관한 사업계획 등,도로법 시행규칙 제29조 도로점용에 관한 사업계획 등,law_도로법_시행규칙,evchunk_b2e61298c3f6a8,② ② 영 제56조제3항에 따른 도로점용에 관한 사업계획 조정의 통보는 별지 제31호서식에 따른다.
별지 제33호서식,도로점용,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 도로점용 담당부서,road_occupation_permit,road_occupation,도로법 시행규칙 제34조 도로 점용공사의 대행통지,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=284537&type=JSON,도로법 시행규칙 제34조 도로 점용공사의 대행통지,도로법 시행규칙 제34조 도로 점용공사의 대행통지,law_도로법_시행규칙,evchunk_c6b922d6e0e4df,영 제68조제1항에 따른 도로점용공사 대행통지서는 별지 제33호서식과 같다.
별지 제3호서식,세무/사업자등록,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,관할 세무서 또는 홈택스,business_registration,tax_registration,주류 면허 등에 관한 법률 시행규칙 제12조 서식,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=282681&type=JSON,주류 면허 등에 관한 법률 시행규칙 제12조 서식,주류 면허 등에 관한 법률 시행규칙 제12조 서식,law_주류_면허_등에_관한_법률_시행규칙,evchunk_c5fceb79a2d10c,별지 제3호서식 2.
별지 제4호서식,세무/사업자등록,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,관할 세무서 또는 홈택스,business_registration,tax_registration,주류 면허 등에 관한 법률 시행규칙 제12조 서식,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=282681&type=JSON,주류 면허 등에 관한 법률 시행규칙 제12조 서식,주류 면허 등에 관한 법률 시행규칙 제12조 서식,law_주류_면허_등에_관한_법률_시행규칙,evchunk_c5fceb79a2d10c,2. 2. 영 제4조제1항에 따른 용기주입제조장 설치허가 신청서: 별지 제4호서식
별지 제51호의2서식의 위생등급 지정신청서,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 시행규칙 제61조 위생등급의 지정절차 및 위생등급 공표ㆍ표시의 방법 등,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제61조 위생등급의 지정절차 및 위생등급 공표ㆍ표시의 방법 등,식품위생법 시행규칙 제61조 위생등급의 지정절차 및 위생등급 공표ㆍ표시의 방법 등,law_식품위생법_시행규칙,evchunk_57dab26b873772,"위생등급의 지정절차 및 위생등급 공표ㆍ표시의 방법 등 제61조의2(위생등급의 지정절차 및 위생등급 공표ㆍ표시의 방법 등) ① ① 법 제47조의2제1항에 따라 위생등급을 지정받으려는 식품접객영업자(영 제21조제8호가목에 따른 휴게음식점영업자, 같은 호 나목에 따른 일반음식점영업자 및 같은 호 바목에 따른 제과점영업자만 해당한다)는 별지 제51호의2서식의 위생등급 지정신청서에 영업신고증을 첨부하여 식품의약품안전처장, 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장에게 제출하여야 한다."
별지 제52호서식의 식품안전관리인증기준적용업소 인증신청서,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 시행규칙 제63조 식품안전관리인증기준적용업소의 인증신청 등,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제63조 식품안전관리인증기준적용업소의 인증신청 등,식품위생법 시행규칙 제63조 식품안전관리인증기준적용업소의 인증신청 등,law_식품위생법_시행규칙,evchunk_66f9f04e0c1b17,① ① 법 제48조제3항에 따라 식품안전관리인증기준적용업소로 인증을 받으려는 자는 별지 제52호서식의 식품안전관리인증기준적용업소 인증신청서(
별지 제53호서식의 식품안전관리인증기준적용업소 인증서,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 시행규칙 제63조 식품안전관리인증기준적용업소의 인증신청 등,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제63조 식품안전관리인증기준적용업소의 인증신청 등,식품위생법 시행규칙 제63조 식품안전관리인증기준적용업소의 인증신청 등,law_식품위생법_시행규칙,evchunk_66f9f04e0c1b17,별지 제53호서식의 식품안전관리인증기준적용업소 인증서를 발급하여야 한다
별지 제54호서식의 변경신청서,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 시행규칙 제63조 식품안전관리인증기준적용업소의 인증신청 등,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제63조 식품안전관리인증기준적용업소의 인증신청 등,식품위생법 시행규칙 제63조 식품안전관리인증기준적용업소의 인증신청 등,law_식품위생법_시행규칙,evchunk_66f9f04e0c1b17,별지 제54호서식의 변경신청서(전자문서로 된 신청서를 포함한다)
별지 제5호서식,세무/사업자등록,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,관할 세무서 또는 홈택스,business_registration,tax_registration,주류 면허 등에 관한 법률 시행규칙 제12조 서식,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=282681&type=JSON,주류 면허 등에 관한 법률 시행규칙 제12조 서식,주류 면허 등에 관한 법률 시행규칙 제12조 서식,law_주류_면허_등에_관한_법률_시행규칙,evchunk_c5fceb79a2d10c,3. 3. 영 제6조제1항 및 제2항에 따른 주류 제조 위탁 신고서 및 변경신고서: 별지 제5호서식
별지 제60호서식의 조리사 면허증 발급ㆍ재발급 신청서에 첨부서류,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 시행규칙 제80조 조리사의 면허신청 등,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제80조 조리사의 면허신청 등,식품위생법 시행규칙 제80조 조리사의 면허신청 등,law_식품위생법_시행규칙,evchunk_0132956c1d2dbc,① 법 제53조제1항에 따라 조리사의 면허를 받으려는 자는 별지 제60호서식의 조리사 면허증 발급ㆍ재발급 신청서에 다음 각 호의 서류를 첨부하여 특별자치시장ㆍ특별자치도지사ㆍ시장ㆍ군수ㆍ구청장에게 제출해야 한다.
별지 제63호의5서식의 게시문,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 시행규칙 제90조 영업소 폐쇄 등의 게시,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제90조 영업소 폐쇄 등의 게시,식품위생법 시행규칙 제90조 영업소 폐쇄 등의 게시,law_식품위생법_시행규칙,evchunk_490b45a3f12c4c,"영업소명, 처분 내용, 처분기간 등을 적은 별지 제63호의5서식의 게시문을 해당 처분을 받은 영업소의 출입구나 그 밖의 잘 보이는 곳에 붙여두어야 한다."
별지 제68호서식의 집단급식소 설치ㆍ운영신고서,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 시행규칙 제94조 집단급식소의 신고 등,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,2,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제94조 집단급식소의 신고 등,식품위생법 시행규칙 제94조 집단급식소의 신고 등,law_식품위생법_시행규칙,evchunk_870cb1ed7e3e38,② ② 제9항에 따라 집단급식소 설치ㆍ운영 종료 신고가 된 집단급식소를 운영하려는 자(종료 신고를 한 설치ㆍ운영자가 아닌 자를 포함한다)는 별지 제68호서식의 집단급식소 설치ㆍ운영신고서(전자문서로 된 신고서를 포함한다)에 다음 각 호의 서류(전자문서를 포함한다)를 첨부하여 신고관청에 제출하여야 한다.
별지 제6호서식,세무/사업자등록,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,관할 세무서 또는 홈택스,business_registration,tax_registration,주류 면허 등에 관한 법률 시행규칙 제12조 서식,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=282681&type=JSON,주류 면허 등에 관한 법률 시행규칙 제12조 서식,주류 면허 등에 관한 법률 시행규칙 제12조 서식,law_주류_면허_등에_관한_법률_시행규칙,evchunk_c5fceb79a2d10c,4. 4. 영 제8조제3항ㆍ제4항 및 제9조제1항에 따른 주류 판매업면허 신청서 및 의제 주류 판매업면허 신고서: 별지 제6호서식
별지 제7호서식,세무/사업자등록,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,관할 세무서 또는 홈택스,business_registration,tax_registration,주류 면허 등에 관한 법률 시행규칙 제12조 서식,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=282681&type=JSON,주류 면허 등에 관한 법률 시행규칙 제12조 서식,주류 면허 등에 관한 법률 시행규칙 제12조 서식,law_주류_면허_등에_관한_법률_시행규칙,evchunk_c5fceb79a2d10c,5. 5. 영 제10조제1항 및 제4항에 따른 제조장ㆍ판매장 이전신고서 및 이전허가 신청서: 별지 제7호서식
별지 제7호의2서식,세무/사업자등록,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,관할 세무서 또는 홈택스,business_registration,tax_registration,주류 면허 등에 관한 법률 시행규칙 제12조 서식,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=282681&type=JSON,주류 면허 등에 관한 법률 시행규칙 제12조 서식,주류 면허 등에 관한 법률 시행규칙 제12조 서식,law_주류_면허_등에_관한_법률_시행규칙,evchunk_c5fceb79a2d10c,5의2. 영 제24조에 따른 주류 상표 사용 및 변경 신고서: 별지 제7호의2서식
별지 제8호서식,세무/사업자등록,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,관할 세무서 또는 홈택스,business_registration,tax_registration,주류 면허 등에 관한 법률 시행규칙 제12조 서식,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=282681&type=JSON,주류 면허 등에 관한 법률 시행규칙 제12조 서식,주류 면허 등에 관한 법률 시행규칙 제12조 서식,law_주류_면허_등에_관한_법률_시행규칙,evchunk_c5fceb79a2d10c,6. 6. 영 제30조제4항 및 제5항에 따른 납세증지 면제 승인신청서 및 승인서: 별지 제8호서식
별지 제9호서식,세무/사업자등록,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,관할 세무서 또는 홈택스,business_registration,tax_registration,주류 면허 등에 관한 법률 시행규칙 제12조 서식,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=282681&type=JSON,주류 면허 등에 관한 법률 시행규칙 제12조 서식,주류 면허 등에 관한 법률 시행규칙 제12조 서식,law_주류_면허_등에_관한_법률_시행규칙,evchunk_c5fceb79a2d10c,7. 7. 영 제38조에 따른 세무공무원의 권한을 표시하는 증표: 별지 제9호서식
별표 25,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 시행규칙 제96조 집단급식소의 시설기준,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제96조 집단급식소의 시설기준,식품위생법 시행규칙 제96조 집단급식소의 시설기준,law_식품위생법_시행규칙,evchunk_0a66b831a76468,법 제88조제7항에 따른 집단급식소의 시설기준은 별표 25와 같다.
별표 3의 요건,세무/사업자등록,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,관할 세무서 또는 홈택스,business_registration,tax_registration,주류 면허 등에 관한 법률 시행령 제8조 주류 판매업의 면허,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=280897&type=JSON,주류 면허 등에 관한 법률 시행령 제8조 주류 판매업의 면허,주류 면허 등에 관한 법률 시행령 제8조 주류 판매업의 면허,law_주류_면허_등에_관한_법률_시행령,evchunk_b7ee215a025fe9,주류 판매업의 면허를 받으려는 자는 별표 3의 요건을 갖춰야 한다.
보험가입,노무/4대보험,4대사회보험 정보연계센터 또는 각 보험기관,온라인 신고 또는 기관별 제출,관할 소방서 또는 관련 기반시설 담당기관,fire_safety_completion,fire_safety,영업에 필요한 기반시설 설치,근로자 채용 시,근로계약 및 사업장 정보 준비,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=3&cciNo=1&cnpClsNo=2,영업에 필요한 기반시설 설치,영업에 필요한 기반시설 설치 > 액화석유가스 사용시설의 설치 및 사용 액화석유가스 사용시설의 설치 액화석유가스를 사용하려는 자는 「액화석유가스의,easylaw_839_body_ov_csmSeq_839_ccfNo_3_cciNo_1_cnpClsNo_2,evchunk_2c321da627a0c6,"만약, 이를 위반하여 보험에 가입하지 않은 경우에는 3백만원 이하의 과태료가 부과됩니다"
보험가입 성립신고서,노무/4대보험,4대사회보험 정보연계센터 또는 각 보험기관,온라인 신고 또는 기관별 제출,4대사회보험 정보연계센터 또는 국민연금/건강보험/근로복지공단/고용센터,,,4대 보험,근로자 채용 시,근로계약 및 사업장 정보 준비,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=4&cciNo=2&cnpClsNo=2,4대 보험,4대 보험 > 한 명의 근로자라도 고용한 경우에는 4대 보험에 의무적으로 가입해야 합니다.,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_2_cnpClsNo_2,evchunk_77476cfed1f521,※ 4대 보험 가입 등에 관한 더 자세한 내용은 『 4대사회보험 정보연계센터 가입대상 』에서 확인할 수 있습니다.
보험가입 여부 서류,소방/다중이용업소,관할 소방서 또는 소방시설 설계·시공업체,신고서·도면 작성 후 소방서 제출,관할 소방서,fire_safety_completion,fire_safety,소방안전 등에 관한 관리,안전시설등 완비증명서 발급 전,"임대차계약서, 건축물 용도 확인, 소방 도면·시공 상태 준비",1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=3&cciNo=1&cnpClsNo=1,소방안전 등에 관한 관리,"소방안전 등에 관한 관리 > 화재배상책임보험 가입 의무 가입 대상 다음의영업(이하 “다중이용업”이라 함. 단, 영업을 옥외 시설",easylaw_840_body_ov_csmSeq_840_ccfNo_3_cciNo_1_cnpClsNo_1,evchunk_13379bd1780fb6,위반 시 제재 화재배상책임보험을 가입하지 않은 음식점 영업주에게는 300만원 이하의 과태료가 부과됩니다
보험가입 증빙 서류,노무/4대보험,4대사회보험 정보연계센터 또는 각 보험기관,온라인 신고 또는 기관별 제출,자치구 식품위생 담당부서,food_admin_disposition_history,food_hygiene,영업자 지위승계 신고,근로자 채용 시,근로계약 및 사업장 정보 준비,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=5&cciNo=2&cnpClsNo=1,영업자 지위의 승계,영업자 지위의 승계 > 영업자 지위승계 신고 지위승계 신고 영업자의 지위를 승계한 자는 1개월 이내에 그,easylaw_839_body_ov_csmSeq_839_ccfNo_5_cciNo_2_cnpClsNo_1,evchunk_c8a0235b5f0688,「다중이용업소의 안전관리에 관한 특별법」 에 따라 화재배상책임보험에 가입하였음을 증명하는 서류( 「다중이용업소의 안전관리에 관한 특별법 시행령」제2조 제1호 및 제1호의2의 영업)
보험관계 성립신고서,노무/4대보험,4대사회보험 정보연계센터 또는 각 보험기관,온라인 신고 또는 기관별 제출,4대사회보험 정보연계센터 또는 국민연금/건강보험/근로복지공단/고용센터,,,4대 보험,근로자 채용 시,근로계약 및 사업장 정보 준비,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=4&cciNo=2&cnpClsNo=2,4대 보험,4대 보험 > 한 명의 근로자라도 고용한 경우에는 4대 보험에 의무적으로 가입해야 합니다.,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_2_cnpClsNo_2,evchunk_77476cfed1f521,√ 보험관계 성립신고서( 「고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 시행규칙」 제7조 제1항 및 별지 제2호서식 )
복어 조리 자격 취득 요건 확인 문서,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 시행령 제36조 조리사를 두어야 하는 식품접객업자,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=004097&type=JSON,식품위생법 시행령 제36조 조리사를 두어야 하는 식품접객업자,식품위생법 시행령 제36조 조리사를 두어야 하는 식품접객업자,law_식품위생법_시행령,evchunk_afbc9c07908ecc,"법 제51조제1항 각 호 외의 부분 본문에서 ""대통령령으로 정하는 식품접객업자""란 제21조제8호의 식품접객업 중 복어독 제거가 필요한 복어를 조리ㆍ판매하는 영업을 하는 자를 말한다. 이 경우 해당 식품접객업자는 「국가기술자격법」에 따른 복어 조리 자격을 취득한 조리사를 두어야 한다."
부가가치세 납부 관련 서류,세무,국세청 홈택스 또는 관할 세무서,온라인 신고·발급 또는 세무서 방문,자치구 식품위생 담당부서 또는 관할 세무서,food_business_report,food_hygiene,폐업 신고,세무 신고·납부 시,사업자등록과 거래 증빙 자료 준비,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=5&cciNo=1&cnpClsNo=1,폐업 신고,폐업 신고 > 폐업 전 부가가치세를 완납해야 합니다.,easylaw_706_body_ov_csmSeq_706_ccfNo_5_cciNo_1_cnpClsNo_1,evchunk_626fbc4f37c2f2,부가가치세의 확정신고 사업자는 폐업일이 속하는 과세기간의 개시일부터 폐업일까지의 과세표준과 납부세액을 폐업일이 속한 달의 다음 달 25일 이내에 납세지 관할 세무서장에게 신고해야 합니다( 「부가가치세법」 제5조 제3항 및 제49조 제1항 본문).
부가가치세법 시행규칙 별지 제9호서식의 폐업신고서,세무,국세청 홈택스 또는 관할 세무서,온라인 신고·발급 또는 세무서 방문,자치구 식품위생 담당부서 또는 관할 세무서,food_business_report,food_hygiene,식품위생법 시행규칙 제44조 폐업신고,세무 신고·납부 시,사업자등록과 거래 증빙 자료 준비,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제44조 폐업신고,식품위생법 시행규칙 제44조 폐업신고,law_식품위생법_시행규칙,evchunk_087b9124fab002,② ② 제1항에 따라 폐업신고를 하려는 자가 「부가가치세법」 제8조제7항에 따른 폐업신고를 같이 하려는 경우에는 제1항에 따른 폐업신고서에 「부가가치세법 시행규칙」 별지 제9호서식의 폐업신고서를 함께 제출하여야 한다.
부가가치세법 제3조 제1항,세무,국세청 홈택스 또는 관할 세무서,온라인 신고·발급 또는 세무서 방문,관할 세무서 또는 홈택스,business_registration,tax_registration,부가가치세 납부 의무,세무 신고·납부 시,사업자등록과 거래 증빙 자료 준비,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=4&cciNo=3&cnpClsNo=1,세금의 납부,세금의 납부 > 영업소득에 대한 부가가치세를 납부해야 합니다.,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_3_cnpClsNo_1,evchunk_1859f818056720,"과세대상 다음 중 어느 하나에 해당하는 자로서 개인, 법인(국가·지방자치단체와 지방자치단체조함 포함), 법인격이 없는 사단·재단 또는 그 밖의 단체는 부가가치세를 납부할 의무가 있습니다( 「부가가치세법」 제3조 제1항)."
부가가치세법 제5조,세무,국세청 홈택스 또는 관할 세무서,온라인 신고·발급 또는 세무서 방문,관할 세무서 또는 홈택스,business_registration,tax_registration,간이과세자/일반과세자 구분,세무 신고·납부 시,사업자등록과 거래 증빙 자료 준비,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=4&cciNo=3&cnpClsNo=1,세금의 납부,세금의 납부 > 영업소득에 대한 부가가치세를 납부해야 합니다.,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_3_cnpClsNo_1,evchunk_1859f818056720,과세기간 사업자에 대한 부가가치세의 과세기간은 다음과 같습니다( 「부가가치세법」 제5조 제1항). ① 간이과세자 1월1일부터 12월 31일까지 ② 일반과세자 제1기 : 1월 1일부터 6월 30일까지 제2기 : 7월 1일부터 12월 31일까지
부가가치세법 제6조,세무,국세청 홈택스 또는 관할 세무서,온라인 신고·발급 또는 세무서 방문,관할 세무서 또는 홈택스,business_registration,tax_registration,부가가치세 납부,세무 신고·납부 시,사업자등록과 거래 증빙 자료 준비,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=4&cciNo=3&cnpClsNo=1,세금의 납부,세금의 납부 > 영업소득에 대한 부가가치세를 납부해야 합니다.,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_3_cnpClsNo_1,evchunk_1859f818056720,"과세신고 및 납부 부가가치세는 각 사업장의 소재지에서 납부하되, 사업장을 두지 않은 경우에는 사업자의 주소 또는 거소의 소재지에서 납부하면 됩니다( 「부가가치세법」 제6조 제1항 및 제3항)."
