edge_id,source_node_id,target_node_id,predicate,subject_type,subject_name,object_type,object_name,claim_id,edge_source,assertion_level,authority_level,review_status,confidence,source_document_id,chunk_id,evidence_text,condition_text,source_type,source_url,title,section_path,extraction_method,model
edge_983111cdea5fd386,n_629c219866a7c9f4,src_0c1ecd549878e3fc,has_source,permit_service,도로법 시행규칙 제24조 도로대장,source_document,law_도로법_시행규칙,,derived_grounding,explicit,official,official_document,0.7,law_도로법_시행규칙,evchunk_6d8c676063b619,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=284537&type=JSON,도로법 시행규칙 제24조 도로대장,도로법 시행규칙 제24조 도로대장,derived,
edge_79a6cafe37ee596e,n_62dc80429119947a,src_7633a9742b505174,has_source,permit_service,도로법 제90조 부대공사의 비용,source_document,law_도로법,,derived_grounding,explicit,official,official_document,0.8,law_도로법,evchunk_5088dcdd2d442d,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=280119&type=JSON,도로법 제90조 부대공사의 비용,도로법 제90조 부대공사의 비용,derived,
edge_ee27883e841e6816,n_62e2b436768e07e7,src_37eb103ff5fcf27e,has_source,permit_service,도시상권 변화에 따른 입지 적합성 판단,source_document,easylaw_706_body_fNo_2_cciNo_2_cnpClsNo_1_menuType_cnpcls,,derived_grounding,explicit,official_guide,official_document,0.6,easylaw_706_body_fNo_2_cciNo_2_cnpClsNo_1_menuType_cnpcls,evchunk_b81694f6711bb2,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=2&cnpClsNo=1&menuType=cnpcls,본문,본문 > 특별히 커피전문점에 적합한 입지를 찾아야 합니다.,derived,
edge_38ac06c132dfd35d,n_62e99200c5922086,src_7633a9742b505174,has_source,document,도로법 제117조 과태료 관련 서류,source_document,law_도로법,,derived_grounding,explicit,official,official_document,0.6,law_도로법,evchunk_b42991b8ffa9d0,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=280119&type=JSON,도로법 제117조 과태료,도로법 제117조 과태료,derived,
edge_6e56faea2f23e306,n_6336ee840cf31f84,src_4a7579cb77608af8,has_source,check_item,식품위생 관련 점검 항목,source_document,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_1_cnpClsNo_1,,derived_grounding,explicit,official_guide,official_document,0.75,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_1_cnpClsNo_1,evchunk_1a2013f060570e,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=1&cciNo=1&cnpClsNo=1,음식점 영업자 등의 준수사항,음식점 영업자 등의 준수사항 > 영업자 등의 준수사항 음식점 영업자 및 종업원의 준수사항 음식점 영업자와 그 종업원은,derived,
edge_5d8371615ea790c3,n_63405c98e7c1ca34,src_259327570a8d9928,has_source,condition_module,사업장 현황신고 의무 제외 사유,source_document,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_3_cnpClsNo_1,,derived_grounding,explicit,official_guide,official_document,0.65,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_3_cnpClsNo_1,evchunk_dfd297c4e6b92a,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=4&cciNo=3&cnpClsNo=1,세금의 납부,세금의 납부 > 매년 사업장 현황신고를 해야 합니다.,derived,
edge_ee05706dd29bb6de,n_63693a82e7c9807e,src_4ccac84d2fc136fc,has_source,check_item,액화석유가스 사용시설완성검사증명서,source_document,gov24_food_business_report,,derived_grounding,explicit,official,official_document,0.95,gov24_food_business_report,evchunk_gov24_food_business_official_check_03,,,gov24,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000021&HighCtgCD=A09006&tp_seq=02,식품관련영업신고,식품관련영업신고 > 민원인이 제출하지 않아도 되는 서류 > 액화석유가스 사용시설완성검사증명서,derived,
edge_680c44b86312076e,n_63839d271c9acbbb,src_259327570a8d9928,has_source,condition_module,사업장 현황신고 의무 여부,source_document,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_3_cnpClsNo_1,,derived_grounding,explicit,official_guide,official_document,0.7,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_3_cnpClsNo_1,evchunk_dfd297c4e6b92a,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=4&cciNo=3&cnpClsNo=1,세금의 납부,세금의 납부 > 매년 사업장 현황신고를 해야 합니다.,derived,
edge_63a48093f3f68af0,n_638d6bf0e15a1094,src_fd32de29d68f0a25,has_source,check_item,영업소 시설의 확인 신고,source_document,easylaw_839_body_ov_csmSeq_839_ccfNo_5_cciNo_1_cnpClsNo_1,,derived_grounding,explicit,official_guide,official_document,0.8,easylaw_839_body_ov_csmSeq_839_ccfNo_5_cciNo_1_cnpClsNo_1,evchunk_13926990f40e8f,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=5&cciNo=1&cnpClsNo=1,영업신고,영업신고 > 영업신고 절차 영업신고 시 제출서류 영업신고를 하려면 영업에 필요한 시설을 갖춘 후,derived,
edge_2df6979061f7aa45,n_639a9b4e648c7701,src_eae6776847e24fa0,has_source,document,판매한 면세주류의 반출 관련 규정,source_document,law_주류_면허_등에_관한_법률_시행규칙,,derived_grounding,explicit,official,official_document,0.8,law_주류_면허_등에_관한_법률_시행규칙,evchunk_2e41636b778138,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=282681&type=JSON,주류 면허 등에 관한 법률 시행규칙 제5조 면세주류 판매업자의 준수사항,주류 면허 등에 관한 법률 시행규칙 제5조 면세주류 판매업자의 준수사항,derived,
edge_1eb2d6c7c9317354,n_63a11a57aba23fe9,src_4bbbb5e0982c78f5,has_source,document,별지 제54호서식의 변경신청서,source_document,law_식품위생법_시행규칙,,derived_grounding,explicit,official,official_document,0.8,law_식품위생법_시행규칙,evchunk_66f9f04e0c1b17,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제63조 식품안전관리인증기준적용업소의 인증신청 등,식품위생법 시행규칙 제63조 식품안전관리인증기준적용업소의 인증신청 등,derived,
edge_9ff21703e36a12fb,n_63d05f1dcc07c113,src_75085b9b25d14dd3,has_source,check_item,창업 형태 결정 여부 확인,source_document,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,,derived_grounding,explicit,official_guide,official_document,0.6,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_e66dd62184b1a2,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 독립창업과 가맹사업 창업의 차이점을 알아볼까요?,derived,
edge_559ec8490b0a53a6,n_63f6b6e1fabd6056,src_0cec1cf584e5b768,has_source,legal_basis,부가가치세법 제8조 제7항,source_document,easylaw_839_body_ov_csmSeq_839_ccfNo_6_cciNo_1_cnpClsNo_2,,derived_grounding,explicit,official_guide,official_document,0.8,easylaw_839_body_ov_csmSeq_839_ccfNo_6_cciNo_1_cnpClsNo_2,evchunk_aa86054a69aae2,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=6&cciNo=1&cnpClsNo=2,사업자등록 신청,사업자등록 신청 > 사업자등록증의 발급 등록번호 부여 및 등록증 발급 사업자등록 신청을 받은 사업장 관할,derived,
edge_93c4fcd37c43401e,n_643a0dbbb7ef47c1,src_826969f189496b1a,has_source,legal_basis,옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률 제2조 제1호,source_document,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_3_cnpClsNo_3,,derived_grounding,explicit,official_guide,official_document,0.8,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_3_cnpClsNo_3,evchunk_18f42937ee9da4,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=3&cciNo=3&cnpClsNo=3,상호 및 광고물,상호 및 광고물 > 간판 등은 「옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률」 에 따른 표시방법을,derived,
edge_2e0a704b34f04b20,n_643b4d6acc51d656,src_2db0a509b63232b3,has_source,check_item,휴게음식점영업의 정의 확인,source_document,easylaw_839_body_ov_csmSeq_839_ccfNo_1_cciNo_1_cnpClsNo_1,,derived_grounding,explicit,official_guide,official_document,0.8,easylaw_839_body_ov_csmSeq_839_ccfNo_1_cciNo_1_cnpClsNo_1,evchunk_dbe0e52af019ed,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=1&cciNo=1&cnpClsNo=1,업종 선정,업종 선정 > 음식점 영업의 유형 음식점 영업의 종류 및 그 범위 음식점 영업의 종류와,derived,
edge_7ce4f609359df962,n_6441e939e970abd8,src_0cec1cf584e5b768,has_source,legal_basis,부가가치세법 시행령 제11조 제4항,source_document,easylaw_839_body_ov_csmSeq_839_ccfNo_6_cciNo_1_cnpClsNo_2,,derived_grounding,explicit,official_guide,official_document,0.8,easylaw_839_body_ov_csmSeq_839_ccfNo_6_cciNo_1_cnpClsNo_2,evchunk_e5ed0a886b729e,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=6&cciNo=1&cnpClsNo=2,사업자등록 신청,사업자등록 신청 > 사업자등록 사업자등록 신청 사업자는 사업장마다 사업 개시일부터 20일 이내에 사업장 관할 세무서장에게,derived,
edge_815aa6bad8933ea7,n_644699bacd3bc419,src_be5ff6b445cf052d,has_source,permit_service,식품위생법 시행령 제65조 민감정보 및 고유식별정보의 처리,source_document,law_식품위생법_시행령,,derived_grounding,explicit,official,official_document,0.6,law_식품위생법_시행령,evchunk_45b038ea7c86b1,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=004097&type=JSON,식품위생법 시행령 제65조 민감정보 및 고유식별정보의 처리,식품위생법 시행령 제65조 민감정보 및 고유식별정보의 처리,derived,
edge_780c23a0b8132d71,n_64553e3ceecad034,src_826969f189496b1a,has_source,document,상표견본 1통,source_document,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_3_cnpClsNo_3,,derived_grounding,explicit,official_guide,official_document,0.8,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_3_cnpClsNo_3,evchunk_fae58fcce84e26,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=3&cciNo=3&cnpClsNo=3,상호 및 광고물,상호 및 광고물 > 상호에 대한 상표등록을 하면 권리를 보호 받을 수 있습니다.,derived,
edge_60bf78ac2724d37a,n_6496436281762408,src_903d075d39980ced,has_source,check_item,해당 영업소의 간판/표지물 점검,source_document,easylaw_839_body_ov_csmSeq_839_ccfNo_5_cciNo_1_cnpClsNo_2,,derived_grounding,explicit,official_guide,official_document,0.7,easylaw_839_body_ov_csmSeq_839_ccfNo_5_cciNo_1_cnpClsNo_2,evchunk_c75c343a153c4c,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=5&cciNo=1&cnpClsNo=2,영업허가,"영업허가 > 위반 시 제재 영업소 폐쇄 조치 식품의약품안전처장, 시·도지사 또는 시장·군수·구청장은 허가를 받지",derived,
edge_0a226af9d38131a1,n_64b381457c6a2cb6,src_91896a34ad64e8ae,has_source,legal_basis,"식품위생법 제75조 제1항, 제2항 또는 제76조 제1항",source_document,easylaw_839_body_ov_csmSeq_839_ccfNo_5_cciNo_2_cnpClsNo_1,,derived_grounding,explicit,official_guide,official_document,0.8,easylaw_839_body_ov_csmSeq_839_ccfNo_5_cciNo_2_cnpClsNo_1,evchunk_47839ca3479213,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=5&cciNo=2&cnpClsNo=1,영업자 지위의 승계,영업자 지위의 승계 > 영업자 지위승계의 효력 영업자 지위승계 신고 수리 전 양수인의 책임 사실상 영업이,derived,
edge_86b42599ac679ed1,n_64e4bb8b7d0bab20,src_4bbbb5e0982c78f5,has_source,permit_service,식품위생법 시행규칙 제98조 벌칙에서 제외되는 사항,source_document,law_식품위생법_시행규칙,,derived_grounding,explicit,official,official_document,0.8,law_식품위생법_시행규칙,evchunk_00869ca8b779ff,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제98조 벌칙에서 제외되는 사항,식품위생법 시행규칙 제98조 벌칙에서 제외되는 사항,derived,
edge_4a0e9c883788586a,n_64f8075c87072195,src_a256319842478e37,has_source,document,이물 발견 통보(식품의약품안전처장 통보),source_document,law_식품위생법,,derived_grounding,explicit,official,official_document,0.8,law_식품위생법,evchunk_e578451ae472f0,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=001805&type=JSON,식품위생법 제46조 식품등의 이물 발견보고 등,식품위생법 제46조 식품등의 이물 발견보고 등,derived,
edge_7ed9cf51dfb6e28b,n_6504215ba1b77f30,src_1623d2f4c0f36209,has_source,document,보험가입,source_document,easylaw_839_body_ov_csmSeq_839_ccfNo_3_cciNo_1_cnpClsNo_2,,derived_grounding,explicit,official_guide,official_document,0.8,easylaw_839_body_ov_csmSeq_839_ccfNo_3_cciNo_1_cnpClsNo_2,evchunk_2c321da627a0c6,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=3&cciNo=1&cnpClsNo=2,영업에 필요한 기반시설 설치,영업에 필요한 기반시설 설치 > 액화석유가스 사용시설의 설치 및 사용 액화석유가스 사용시설의 설치 액화석유가스를 사용하려는 자는 「액화석유가스의,derived,
edge_3012827d2654731d,n_65367159d4d7e7db,src_1c2528abe5779aa9,has_source,legal_basis,식품위생법 시행규칙 제41조 제3항,source_document,easylaw_840_body_ov_csmSeq_840_ccfNo_6_cciNo_1_cnpClsNo_1,,derived_grounding,explicit,official_guide,official_document,0.8,easylaw_840_body_ov_csmSeq_840_ccfNo_6_cciNo_1_cnpClsNo_1,evchunk_cff4a7909a0bd0,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=6&cciNo=1&cnpClsNo=1,허가 및 신고사항의 변경,허가 및 신고사항의 변경 > 경미한 허가사항의 변경 변경신고의 대상 영업의 허가를 받은 단란주점 및 유흥주점 영업자가,derived,
edge_8bf201f133f2dc21,n_653ea8174d957d80,src_fa14cdf47161b32f,has_source,check_item,연장·야간 및 휴일 근로의 가산임금,source_document,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_1,,derived_grounding,explicit,official_guide,official_document,0.75,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_5ec3ec44b0540c,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=1,근로 계약 및 채용,근로 계약 및 채용 > 근로자의 근무 여건 최저임금의 보장 사용자는 최저임금의 적용을 받는 근로자에게 최저임금액 이상의,derived,
edge_232e71ff9defead5,n_6542ba3e068e9236,src_dd781a9d2d6777e9,has_source,legal_basis,부가가치세법 제67조 제1항,source_document,easylaw_840_body_ov_csmSeq_840_ccfNo_5_cciNo_1_cnpClsNo_1,,derived_grounding,explicit,official_guide,official_document,0.8,easylaw_840_body_ov_csmSeq_840_ccfNo_5_cciNo_1_cnpClsNo_1,evchunk_18de4668efec8b,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=5&cciNo=1&cnpClsNo=1,부가가치세의 납부,부가가치세의 납부 > 간이과세자의 부가가치세 신고 및 납부 납부세액 간이과세자의 부가가치세 납부세액은 [(과세표준 X 부가가치율,derived,
edge_0968174440ca0653,n_65628bd96a515746,src_be5ff6b445cf052d,has_source,document,교육이수자 및 교육시간 등 교육실시 결과를 보고하여야 한다,source_document,law_식품위생법_시행령,,derived_grounding,explicit,official,official_document,0.8,law_식품위생법_시행령,evchunk_8b8f7742a30ffb,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=004097&type=JSON,식품위생법 시행령 제38조 교육의 위탁,식품위생법 시행령 제38조 교육의 위탁,derived,
edge_4aa92d26baa3c792,n_6593a391fc292a2e,src_1c2528abe5779aa9,has_source,document,영업허가를 받은 단란주점 및 유흥주점 영업자가 허가받은 사항 중 변경하는 경미한 사항에 대한 문서,source_document,easylaw_840_body_ov_csmSeq_840_ccfNo_6_cciNo_1_cnpClsNo_1,,derived_grounding,explicit,official_guide,official_document,0.7,easylaw_840_body_ov_csmSeq_840_ccfNo_6_cciNo_1_cnpClsNo_1,evchunk_cff4a7909a0bd0,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=6&cciNo=1&cnpClsNo=1,허가 및 신고사항의 변경,허가 및 신고사항의 변경 > 경미한 허가사항의 변경 변경신고의 대상 영업의 허가를 받은 단란주점 및 유흥주점 영업자가,derived,
edge_9b3d4a49c79c991c,n_6593c2856f5bf2b1,src_084480724491fd52,has_source,condition_module,식중독 발생 시 위생 관련 위험,source_document,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_2_cnpClsNo_1,,derived_grounding,explicit,official_guide,official_document,0.8,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_2_cnpClsNo_1,evchunk_b1e3eefd52bc99,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=1&cciNo=2&cnpClsNo=1,고객과의 분쟁 해결,고객과의 분쟁 해결 > 음식점에서 식중독이 발생한 경우 위해식품의 판매에 따른 처벌 음식점에서 만든 음식을 먹고,derived,
edge_29544e88b0d6f7fe,n_65b794abcf583d40,src_0c0d388a70c95de1,has_source,document,신고서,source_document,law_주류_면허_등에_관한_법률_시행령,,derived_grounding,explicit,official,official_document,0.8,law_주류_면허_등에_관한_법률_시행령,evchunk_7343fcb425f712,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=280897&type=JSON,주류 면허 등에 관한 법률 시행령 제14조 주류 제조면허의 취소 신청 등,주류 면허 등에 관한 법률 시행령 제14조 주류 제조면허의 취소 신청 등,derived,
edge_2a90b66d66305b39,n_65cd5ab513c6f608,src_4bbbb5e0982c78f5,has_source,condition_module,식품안전관리인증기준적용업소의 인증신청 등,source_document,law_식품위생법_시행규칙,,derived_grounding,explicit,official,official_document,0.7,law_식품위생법_시행규칙,evchunk_66f9f04e0c1b17,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제63조 식품안전관리인증기준적용업소의 인증신청 등,식품위생법 시행규칙 제63조 식품안전관리인증기준적용업소의 인증신청 등,derived,
edge_b510b8b4a8856be3,n_6630a9af39fea6a7,src_709ba64a89a7752e,has_source,check_item,무대시설 설치 여부,source_document,easylaw_839_body_ov_csmSeq_839_ccfNo_3_cciNo_1_cnpClsNo_1,,derived_grounding,explicit,official_guide,official_document,0.7,easylaw_839_body_ov_csmSeq_839_ccfNo_3_cciNo_1_cnpClsNo_1,evchunk_12c086f20525b9,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=3&cciNo=1&cnpClsNo=1,업종별 영업시설 설치,업종별 영업시설 설치 > 영업시설의 설치 공통시설 기준 음식점 영업을 하기 위해서는 다음의 시설기준을 공통으로 갖추어야,derived,
edge_e6b651f006da0f66,n_664042a73fc3c536,src_0bd4f38a860303d5,has_source,permit_service,커피 및 부자재의 구입,source_document,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_4_cnpClsNo_1,,derived_grounding,explicit,official_guide,official_document,0.8,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_4_cnpClsNo_1,evchunk_dc1501f04ee502,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=3&cciNo=4&cnpClsNo=1,커피 및 부자재의 구입,커피 및 부자재의 구입 > 원두 등을 직접 수입하여 판매할 경우에 참고하세요. 원두 등을 직접 수입하는 경우,derived,
edge_bf4a0ada6c1f80b7,n_664fda07f1b7bdef,src_7633a9742b505174,has_source,document,공유수면 관리 및 매립에 관한 법률 제8조에 따른 점용허가,source_document,law_도로법,,derived_grounding,explicit,official,official_document,0.7,law_도로법,evchunk_aa86ca9ae0133f,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=280119&type=JSON,도로법 제29조 다른 법률에 따른 인ㆍ허가등의 의제,도로법 제29조 다른 법률에 따른 인ㆍ허가등의 의제,derived,
edge_882dd5f7973d1af7,n_666c95e346b9aeae,src_6a857ec45daa759b,has_source,legal_basis,조례,source_document,easylaw_839_body_ov_csmSeq_839_ccfNo_3_cciNo_2_cnpClsNo_2,,derived_grounding,explicit,official_guide,official_document,0.6,easylaw_839_body_ov_csmSeq_839_ccfNo_3_cciNo_2_cnpClsNo_2,evchunk_9e552b13b4ffbc,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=3&cciNo=2&cnpClsNo=2,옥외광고물 설치,옥외광고물 설치 > 옥외광고물 등의 표시 및 설치 제한 광고물 등의 표시가 제한되는 지역 및,derived,
edge_a6406816337d2233,n_668eb4c520953bdd,src_8e0f006f06a2b54e,has_source,permit_service,단독으로 등기신청하라 판결 이행,source_document,easylaw_839_body_ov_csmSeq_839_ccfNo_2_cciNo_2_cnpClsNo_2,,derived_grounding,explicit,official_guide,official_document,0.8,easylaw_839_body_ov_csmSeq_839_ccfNo_2_cciNo_2_cnpClsNo_2,evchunk_62aa08e83b8d5a,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=2&cciNo=2&cnpClsNo=2,임차인의 보호,임차인의 보호 > 임대차등기 「민법」 에 따른 임대차의 등기 부동산임차인은 당사자간에 반대약정이 없으면 임대인에 대하여,derived,
edge_eff11eb7be43e8ad,n_67491a41871a5cad,src_4ab3877bd267666a,has_source,document,세금계산서 발급의무 위반,source_document,law_주류_면허_등에_관한_법률,,derived_grounding,explicit,official,official_document,0.8,law_주류_면허_등에_관한_법률,evchunk_f68a1b227f309f,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=286429&type=JSON,주류 면허 등에 관한 법률 제14조 주류 판매업면허의 취소,주류 면허 등에 관한 법률 제14조 주류 판매업면허의 취소,derived,
edge_03264683a63cb8b4,n_674bd082dd38c88c,src_0f394e7d02b2a237,has_source,check_item,소득금액 기준경비율 적용 대상 여부,source_document,easylaw_840_body_ov_csmSeq_840_ccfNo_5_cciNo_1_cnpClsNo_2,,derived_grounding,explicit,official_guide,official_document,0.6,easylaw_840_body_ov_csmSeq_840_ccfNo_5_cciNo_1_cnpClsNo_2,evchunk_c540bb8d24b2f4,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=5&cciNo=1&cnpClsNo=2,종합소득세의 납부,종합소득세의 납부 > 종합소득세의 신고 및 납부 장부를 비치·기장하고 있는 사업자의 소득금액 장부를 비치·기장하고 있는,derived,
edge_6c3fd4ef55e935a6,n_67fd8f061aafe8aa,src_8e0f006f06a2b54e,has_source,permit_service,임대차등기절차에 협력할 것을 청구,source_document,easylaw_839_body_ov_csmSeq_839_ccfNo_2_cciNo_2_cnpClsNo_2,,derived_grounding,explicit,official_guide,official_document,0.8,easylaw_839_body_ov_csmSeq_839_ccfNo_2_cciNo_2_cnpClsNo_2,evchunk_62aa08e83b8d5a,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=2&cciNo=2&cnpClsNo=2,임차인의 보호,임차인의 보호 > 임대차등기 「민법」 에 따른 임대차의 등기 부동산임차인은 당사자간에 반대약정이 없으면 임대인에 대하여,derived,
edge_b1c47225ae67d3be,n_680b5daa7a863f42,src_be5ff6b445cf052d,has_source,document,위생등급 지정에 관한 조사ㆍ연구 사업,source_document,law_식품위생법_시행령,,derived_grounding,explicit,official,official_document,0.8,law_식품위생법_시행령,evchunk_760ffaafe150d4,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=004097&type=JSON,식품위생법 시행령 제32조 위생등급 지정에 관한 업무의 위탁,식품위생법 시행령 제32조 위생등급 지정에 관한 업무의 위탁,derived,
edge_1211a04455483048,n_681e23d98d5b793b,src_4ab3877bd267666a,has_source,permit_service,주류 면허 등에 관한 법률 제8조 제조장 및 판매장의 이전,source_document,law_주류_면허_등에_관한_법률,,derived_grounding,explicit,official,official_document,0.6,law_주류_면허_등에_관한_법률,evchunk_66adab38147612,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=286429&type=JSON,주류 면허 등에 관한 법률 제8조 제조장 및 판매장의 이전,주류 면허 등에 관한 법률 제8조 제조장 및 판매장의 이전,derived,
edge_0f3c41ffadc950df,n_6854a5dea1de9177,src_826969f189496b1a,has_source,condition_module,공익·법규 준수 여부 확인,source_document,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_3_cnpClsNo_3,,derived_grounding,explicit,official_guide,official_document,0.6,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_3_cnpClsNo_3,evchunk_2a65d77dc58917,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=3&cciNo=3&cnpClsNo=3,상호 및 광고물,상호 및 광고물 > 상호 및 광고물,derived,
edge_e0d8cbcea61e6452,n_68ea6d0c53748556,src_7633a9742b505174,has_source,permit_service,도로법 제101조 청문,source_document,law_도로법,,derived_grounding,explicit,official,official_document,0.8,law_도로법,evchunk_3a229791af44bc,,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=280119&type=JSON,도로법 제101조 청문,도로법 제101조 청문,derived,
edge_0815e89785a19632,n_68fbe43c5907ab2d,src_d53d5f003f3badc8,has_source,condition_module,영업장 구조,source_document,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_3_cnpClsNo_2,,derived_grounding,explicit,official_guide,official_document,0.6,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_3_cnpClsNo_2,evchunk_efd356f2d97684,,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=3&cciNo=3&cnpClsNo=2,영업설비,영업설비 > 시설 및 설비기준에 맞게 시설을 설치해야 합니다.,derived,
